cve_ent,nom_ent,nom_abr,cve_mun,nom_mun,cve_cab,nom_cab,Pob_total,Total de viviendas habitadas,Pob_masculina,Pob_femenina
"23","Quintana Roo","Q. Roo","002","Felipe Carrillo Puerto","0001","Felipe Carrillo Puerto","83990","21466","41954","42036"
"23","Quintana Roo","Q. Roo","003","Isla Mujeres","0001","Isla Mujeres","22686","6773","11542","11144"
"23","Quintana Roo","Q. Roo","004","Othón P. Blanco","0001","Chetumal","233648","70782","115096","118552"
"23","Quintana Roo","Q. Roo","005","Benito Juárez","0001","Cancún","911503","287117","459325","452178"
"23","Quintana Roo","Q. Roo","006","José María Morelos","0069","José María Morelos","39165","10429","19855","19310"
"23","Quintana Roo","Q. Roo","007","Lázaro Cárdenas","0001","Kantunilkín","29171","7918","14844","14327"
"23","Quintana Roo","Q. Roo","008","Solidaridad","0001","Playa del Carmen","333800","110776","170476","163324"
"23","Quintana Roo","Q. Roo","009","Tulum","0001","Tulum","46721","14029","24390","22331"
"23","Quintana Roo","Q. Roo","010","Bacalar","0001","Bacalar","41754","11186","21051","20703"
"23","Quintana Roo","Q. Roo","011","Puerto Morelos","0001","Puerto Morelos","26921","8735","13831","13090"
"24","San Luis Potosí","SLP","001","Ahualulco","0001","Ahualulco del Sonido 13","18974","4723","8945","10029"
"24","San Luis Potosí","SLP","002","Alaquines","0001","Alaquines","7785","2183","3787","3998"
"24","San Luis Potosí","SLP","003","Aquismón","0001","Aquismón","48359","12520","24013","24346"
"24","San Luis Potosí","SLP","004","Armadillo de los Infante","0001","Armadillo de los Infante","4013","1166","1997","2016"
"24","San Luis Potosí","SLP","005","Cárdenas","0001","Cárdenas","18317","5223","8735","9582"
"24","San Luis Potosí","SLP","006","Catorce","0001","Real de Catorce","9579","2613","4890","4689"
"24","San Luis Potosí","SLP","007","Cedral","0001","Cedral","19840","5087","9676","10164"
"24","San Luis Potosí","SLP","008","Cerritos","0001","Cerritos","22075","6376","10782","11293"
"24","San Luis Potosí","SLP","009","Cerro de San Pedro","0001","Cerro de San Pedro","5050","1365","2553","2497"
"24","San Luis Potosí","SLP","010","Ciudad del Maíz","0001","Ciudad del Maíz","30320","8042","14995","15325"
"24","San Luis Potosí","SLP","011","Ciudad Fernández","0001","Ciudad Fernández","48106","12807","23443","24663"
"24","San Luis Potosí","SLP","012","Tancanhuitz","0001","Tancanhuitz","20300","5203","10001","10299"
"24","San Luis Potosí","SLP","013","Ciudad Valles","0001","Ciudad Valles","179371","53342","86362","93009"
"24","San Luis Potosí","SLP","014","Coxcatlán","0001","Coxcatlán","15660","4199","7763","7897"
"24","San Luis Potosí","SLP","015","Charcas","0001","Charcas","21814","6018","10656","11158"
"24","San Luis Potosí","SLP","016","Ebano","0001","Ebano","40899","11752","19931","20968"
"24","San Luis Potosí","SLP","017","Guadalcázar","0001","Guadalcázar","25119","6512","12511","12608"
"24","San Luis Potosí","SLP","018","Huehuetlán","0001","Huehuetlán","15334","4063","7482","7852"
"24","San Luis Potosí","SLP","019","Lagunillas","0001","Lagunillas","5453","1718","2730","2723"
"24","San Luis Potosí","SLP","020","Matehuala","0001","Matehuala","102199","27355","49651","52548"
"24","San Luis Potosí","SLP","021","Mexquitic de Carmona","0001","Mexquitic de Carmona","58469","13866","27871","30598"
"24","San Luis Potosí","SLP","022","Moctezuma","0001","Moctezuma","19036","5183","9081","9955"
"24","San Luis Potosí","SLP","023","Rayón","0001","Rayón","15301","4471","7458","7843"
"24","San Luis Potosí","SLP","024","Rioverde","0001","Rioverde","97943","27149","47043","50900"
"24","San Luis Potosí","SLP","025","Salinas","0001","Salinas de Hidalgo","31107","7848","14874","16233"
"24","San Luis Potosí","SLP","026","San Antonio","0001","San Antonio","9382","2394","4704","4678"
"24","San Luis Potosí","SLP","027","San Ciro de Acosta","0001","San Ciro de Acosta","10215","3031","4941","5274"
"24","San Luis Potosí","SLP","028","San Luis Potosí","0001","San Luis Potosí","911908","259503","440897","471011"
"24","San Luis Potosí","SLP","029","San Martín Chalchicuautla","0001","San Martín Chalchicuautla","18468","5262","9107","9361"
"24","San Luis Potosí","SLP","030","San Nicolás Tolentino","0001","San Nicolás Tolentino","4779","1508","2371","2408"
"24","San Luis Potosí","SLP","031","Santa Catarina","0001","Santa Catarina","12163","2952","5917","6246"
"24","San Luis Potosí","SLP","032","Santa María del Río","0001","Santa María del Río","39880","10222","19158","20722"
"24","San Luis Potosí","SLP","033","Santo Domingo","0001","Santo Domingo","10785","2914","5279","5506"
"24","San Luis Potosí","SLP","034","San Vicente Tancuayalab","0001","San Vicente Tancuayalab","14945","4161","7411","7534"
"24","San Luis Potosí","SLP","035","Soledad de Graciano Sánchez","0001","Soledad de Graciano Sánchez","332072","91824","161877","170195"
"24","San Luis Potosí","SLP","036","Tamasopo","0001","Tamasopo","29184","8391","14746","14438"
"24","San Luis Potosí","SLP","037","Tamazunchale","0001","Tamazunchale","95037","24458","46209","48828"
"24","San Luis Potosí","SLP","038","Tampacán","0001","Tampacán","14348","3855","7281","7067"
"24","San Luis Potosí","SLP","039","Tampamolón Corona","0001","Tampamolón Corona","13603","3530","6755","6848"
"24","San Luis Potosí","SLP","040","Tamuín","0001","Tamuín","36968","10553","18109","18859"
"24","San Luis Potosí","SLP","041","Tanlajás","0001","Tanlajás","18208","4959","9111","9097"
"24","San Luis Potosí","SLP","042","Tanquián de Escobedo","0001","Tanquián de Escobedo","13448","3701","6573","6875"
"24","San Luis Potosí","SLP","043","Tierra Nueva","0001","Tierra Nueva","7966","2184","3720","4246"
"24","San Luis Potosí","SLP","044","Vanegas","0001","Vanegas","7557","1970","3806","3751"
"24","San Luis Potosí","SLP","045","Venado","0001","Venado","14188","3982","7016","7172"
"24","San Luis Potosí","SLP","046","Villa de Arriaga","0001","Villa de Arriaga","18206","4645","8993","9213"
"24","San Luis Potosí","SLP","047","Villa de Guadalupe","0001","Villa de Guadalupe","9277","2505","4631","4646"
"24","San Luis Potosí","SLP","048","Villa de la Paz","0001","Villa de la Paz","5298","1333","2634","2664"
"24","San Luis Potosí","SLP","049","Villa de Ramos","0001","Villa de Ramos","38389","9985","18267","20122"
"24","San Luis Potosí","SLP","050","Villa de Reyes","0001","Villa de Reyes","52912","12160","26163","26749"
"24","San Luis Potosí","SLP","051","Villa Hidalgo","0001","Villa Hidalgo","15458","4220","7655","7803"
"24","San Luis Potosí","SLP","052","Villa Juárez","0001","Villa Juárez","10304","2967","5135","5169"
"24","San Luis Potosí","SLP","053","Axtla de Terrazas","0001","Axtla de Terrazas","32544","8507","15917","16627"
"24","San Luis Potosí","SLP","054","Xilitla","0001","Xilitla","49741","12698","24430","25311"
"24","San Luis Potosí","SLP","055","Zaragoza","0001","Villa de Zaragoza","27386","6450","13482","13904"
"24","San Luis Potosí","SLP","056","Villa de Arista","0002","Villa de Arista","17258","4304","8370","8888"
"24","San Luis Potosí","SLP","057","Matlapa","0001","Matlapa","28996","7223","14111","14885"
"24","San Luis Potosí","SLP","058","El Naranjo","0001","El Naranjo","20959","5881","10445","10514"
"25","Sinaloa","Sin.","001","Ahome","0001","Los Mochis","459310","133947","225316","233994"
"25","Sinaloa","Sin.","002","Angostura","0001","Angostura","44093","12958","22129","21964"
"25","Sinaloa","Sin.","003","Badiraguato","0001","Badiraguato","26542","7252","13669","12873"
"25","Sinaloa","Sin.","004","Concordia","0001","Heroica Ciudad Concordia","24899","7220","12539","12360"
"25","Sinaloa","Sin.","005","Cosalá","0001","Cosalá","17012","4175","8676","8336"
"25","Sinaloa","Sin.","006","Culiacán","0001","Culiacán Rosales","1003530","281726","491046","512484"
"25","Sinaloa","Sin.","007","Choix","0001","Choix","29334","8177","14889","14445"
"25","Sinaloa","Sin.","008","Elota","0001","La Cruz","55339","12178","28546","26793"
"25","Sinaloa","Sin.","009","Escuinapa","0001","Escuinapa de Hidalgo","59988","16272","30101","29887"
"25","Sinaloa","Sin.","010","El Fuerte","0001","El Fuerte","96593","26506","48456","48137"
"25","Sinaloa","Sin.","011","Guasave","0001","Guasave","289370","77926","143018","146352"
"25","Sinaloa","Sin.","012","Mazatlán","0001","Mazatlán","501441","152976","245381","256060"
"25","Sinaloa","Sin.","013","Mocorito","0001","Mocorito","40358","11588","20575","19783"
"25","Sinaloa","Sin.","014","Rosario","0001","El Rosario","52345","14817","26449","25896"
"25","Sinaloa","Sin.","015","Salvador Alvarado","0001","Guamúchil","79492","23229","38424","41068"
"25","Sinaloa","Sin.","016","San Ignacio","0001","San Ignacio","19505","5554","10282","9223"
"25","Sinaloa","Sin.","017","Sinaloa","0001","Sinaloa de Leyva","78670","21078","39850","38820"
"25","Sinaloa","Sin.","018","Navolato","0001","Navolato","149122","37692","75469","73653"
"26","Sonora","Son.","001","Aconchi","0001","Aconchi","2563","790","1336","1227"
"26","Sonora","Son.","002","Agua Prieta","0001","Agua Prieta","91929","27092","45811","46118"
"26","Sonora","Son.","003","Álamos","0001","Álamos","24976","7135","12909","12067"
"26","Sonora","Son.","004","Altar","0001","Altar","9492","2668","4712","4780"
"26","Sonora","Son.","005","Arivechi","0001","Arivechi","1177","395","594","583"
"26","Sonora","Son.","006","Arizpe","0001","Arizpe","2788","968","1446","1342"
"26","Sonora","Son.","007","Atil","0001","Atil","626","191","310","316"
"26","Sonora","Son.","008","Bacadéhuachi","0001","Bacadéhuachi","979","346","522","457"
"26","Sonora","Son.","009","Bacanora","0001","Bacanora","759","262","390","369"
"26","Sonora","Son.","010","Bacerac","0001","Bacerac","1221","380","603","618"
"26","Sonora","Son.","011","Bacoachi","0001","Bacoachi","1475","516","750","725"
"26","Sonora","Son.","012","Bácum","0001","Bácum","23151","6407","11784","11367"
"26","Sonora","Son.","013","Banámichi","0001","Banámichi","1825","565","924","901"
"26","Sonora","Son.","014","Baviácora","0001","Baviácora","3191","1041","1662","1529"
"26","Sonora","Son.","015","Bavispe","0001","Bavispe","1169","387","618","551"
"26","Sonora","Son.","016","Benjamín Hill","0001","Benjamín Hill","4988","1544","2483","2505"
"26","Sonora","Son.","017","Caborca","0001","Heroica Caborca","89122","26335","44736","44386"
"26","Sonora","Son.","018","Cajeme","0001","Ciudad Obregón","436484","135744","214601","221883"
"26","Sonora","Son.","019","Cananea","0001","Heroica Ciudad de Cananea","39451","11594","19610","19841"
"26","Sonora","Son.","020","Carbó","0001","Carbó","4946","1402","2568","2378"
"26","Sonora","Son.","021","La Colorada","0001","La Colorada","1848","683","1020","828"
"26","Sonora","Son.","022","Cucurpe","0001","Cucurpe","863","315","470","393"
"26","Sonora","Son.","023","Cumpas","0001","Cumpas","5829","1861","2965","2864"
"26","Sonora","Son.","024","Divisaderos","0001","Divisaderos","753","242","394","359"
"26","Sonora","Son.","025","Empalme","0001","Empalme","51431","14807","25968","25463"
"26","Sonora","Son.","026","Etchojoa","0001","Etchojoa","61309","15534","31308","30001"
"26","Sonora","Son.","027","Fronteras","0001","Fronteras","9041","2697","4580","4461"
"26","Sonora","Son.","028","Granados","0001","Granados","1009","342","524","485"
"26","Sonora","Son.","029","Guaymas","0001","Heroica Guaymas","156863","47136","77987","78876"
"26","Sonora","Son.","030","Hermosillo","0001","Hermosillo","936263","278712","467490","468773"
"26","Sonora","Son.","031","Huachinera","0001","Huachinera","1186","395","607","579"
"26","Sonora","Son.","032","Huásabas","0001","Huásabas","888","299","467","421"
"26","Sonora","Son.","033","Huatabampo","0001","Huatabampo","77682","21446","39417","38265"
"26","Sonora","Son.","034","Huépac","0001","Huépac","943","328","494","449"
"26","Sonora","Son.","035","Imuris","0001","Imuris","12536","3553","6401","6135"
"26","Sonora","Son.","036","Magdalena","0001","Magdalena de Kino","33049","9868","16230","16819"
"26","Sonora","Son.","037","Mazatán","0001","Mazatán","1101","402","594","507"
"26","Sonora","Son.","038","Moctezuma","0001","Moctezuma","5173","1725","2543","2630"
"26","Sonora","Son.","039","Naco","0001","Naco","5774","1698","2897","2877"
"26","Sonora","Son.","040","Nácori Chico","0001","Nácori Chico","1531","502","808","723"
"26","Sonora","Son.","041","Nacozari de García","0001","Nacozari de García","14369","4351","7274","7095"
"26","Sonora","Son.","042","Navojoa","0001","Navojoa","164387","46935","81264","83123"
"26","Sonora","Son.","043","Nogales","0001","Heroica Nogales","264782","78396","132260","132522"
"26","Sonora","Son.","044","Ónavas","0001","Ónavas","365","120","184","181"
"26","Sonora","Son.","045","Opodepe","0001","Opodepe","2438","828","1325","1113"
"26","Sonora","Son.","046","Oquitoa","0001","Oquitoa","496","156","231","265"
"26","Sonora","Son.","047","Pitiquito","0001","Pitiquito","9122","2770","4694","4428"
"26","Sonora","Son.","048","Puerto Peñasco","0001","Puerto Peñasco","62689","19189","31636","31053"
"26","Sonora","Son.","049","Quiriego","0001","Quiriego","3090","934","1618","1472"
"26","Sonora","Son.","050","Rayón","0001","Rayón","1496","540","809","687"
"26","Sonora","Son.","051","Rosario","0001","Rosario","4830","1508","2484","2346"
"26","Sonora","Son.","052","Sahuaripa","0001","Sahuaripa","5257","1746","2719","2538"
"26","Sonora","Son.","053","San Felipe de Jesús","0001","San Felipe de Jesús","369","126","201","168"
"26","Sonora","Son.","054","San Javier","0001","San Javier","537","156","294","243"
"26","Sonora","Son.","055","San Luis Río Colorado","0001","San Luis Río Colorado","199021","59733","100552","98469"
"26","Sonora","Son.","056","San Miguel de Horcasitas","0001","San Miguel de Horcasitas","10729","2787","5607","5122"
"26","Sonora","Son.","057","San Pedro de la Cueva","0001","San Pedro de la Cueva","1458","565","793","665"
"26","Sonora","Son.","058","Santa Ana","0001","Santa Ana","16203","4936","7989","8214"
"26","Sonora","Son.","059","Santa Cruz","0001","Santa Cruz","1835","558","962","873"
"26","Sonora","Son.","060","Sáric","0001","Sáric","2058","638","1079","979"
"26","Sonora","Son.","061","Soyopa","0001","Soyopa","1368","478","769","599"
"26","Sonora","Son.","062","Suaqui Grande","0001","Suaqui Grande","1114","352","601","513"
"26","Sonora","Son.","063","Tepache","0001","Tepache","1178","398","621","557"
"26","Sonora","Son.","064","Trincheras","0001","Trincheras","1381","481","739","642"
"26","Sonora","Son.","065","Tubutama","0001","Tubutama","1473","487","783","690"
"26","Sonora","Son.","066","Ures","0001","Heroica Ciudad de Ures","8548","2947","4451","4097"
"26","Sonora","Son.","067","Villa Hidalgo","0001","Villa Hidalgo","1429","494","748","681"
"26","Sonora","Son.","068","Villa Pesqueira","0001","Villa Pesqueira (Mátape)","1043","379","592","451"
"26","Sonora","Son.","069","Yécora","0001","Yécora","4793","1524","2415","2378"
"26","Sonora","Son.","070","General Plutarco Elías Calles","0001","Sonoyta","13627","4096","6727","6900"
"26","Sonora","Son.","071","Benito Juárez","0001","Villa Juárez","21692","5986","10901","10791"
"26","Sonora","Son.","072","San Ignacio Río Muerto","0001","San Ignacio Río Muerto","14279","3925","7342","6937"
"27","Tabasco","Tab.","001","Balancán","0001","Balancán","58524","17037","29242","29282"
"27","Tabasco","Tab.","002","Cárdenas","0001","Cárdenas","243229","67278","118795","124434"
"27","Tabasco","Tab.","003","Centla","0001","Frontera","107731","28480","53114","54617"
"27","Tabasco","Tab.","004","Centro","0001","Villahermosa","683607","197683","330080","353527"
"27","Tabasco","Tab.","005","Comalcalco","0001","Comalcalco","214877","58320","105283","109594"
"27","Tabasco","Tab.","006","Cunduacán","0001","Cunduacán","137257","37604","67272","69985"
"27","Tabasco","Tab.","007","Emiliano Zapata","0001","Emiliano Zapata","32181","9518","15453","16728"
"27","Tabasco","Tab.","008","Huimanguillo","0001","Huimanguillo","190885","51674","93910","96975"
"27","Tabasco","Tab.","009","Jalapa","0001","Jalapa","37749","10573","18879","18870"
"27","Tabasco","Tab.","010","Jalpa de Méndez","0001","Jalpa de Méndez","91185","23707","44913","46272"
"27","Tabasco","Tab.","011","Jonuta","0001","Jonuta","30798","8674","15454","15344"
"27","Tabasco","Tab.","012","Macuspana","0001","Macuspana","158601","43231","77531","81070"
"27","Tabasco","Tab.","013","Nacajuca","0001","Nacajuca","150300","42007","72894","77406"
"27","Tabasco","Tab.","014","Paraíso","0001","Paraíso","96741","26545","47672","49069"
"27","Tabasco","Tab.","015","Tacotalpa","0001","Tacotalpa","47905","12769","23754","24151"
"27","Tabasco","Tab.","016","Teapa","0001","Teapa","58718","16168","28764","29954"
"27","Tabasco","Tab.","017","Tenosique","0001","Tenosique de Pino Suárez","62310","18146","30661","31649"
"28","Tamaulipas","Tamps.","001","Abasolo","0001","Abasolo","9822","3085","4898","4924"
"28","Tamaulipas","Tamps.","002","Aldama","0001","Aldama","28725","9165","14347","14378"
"28","Tamaulipas","Tamps.","003","Altamira","0001","Altamira","269790","80914","133306","136484"
"28","Tamaulipas","Tamps.","004","Antiguo Morelos","0001","Antiguo Morelos","8850","2785","4387","4463"
"28","Tamaulipas","Tamps.","005","Burgos","0001","Burgos","4256","1420","2201","2055"
"28","Tamaulipas","Tamps.","006","Bustamante","0001","Bustamante","7542","1877","3853","3689"
"28","Tamaulipas","Tamps.","007","Camargo","0001","Ciudad Camargo","16546","6369","8620","7926"
"28","Tamaulipas","Tamps.","008","Casas","0001","Casas","4143","1204","2178","1965"
"28","Tamaulipas","Tamps.","009","Ciudad Madero","0001","Ciudad Madero","205933","65658","98248","107685"
"28","Tamaulipas","Tamps.","010","Cruillas","0001","Cruillas","1671","569","826","845"
"28","Tamaulipas","Tamps.","011","Gómez Farías","0036","Gómez Farías","8288","2607","4230","4058"
"28","Tamaulipas","Tamps.","012","González","0001","González","41470","12334","20368","21102"
"28","Tamaulipas","Tamps.","013","Güémez","0001","Güémez","15032","4579","7762","7270"
"28","Tamaulipas","Tamps.","014","Guerrero","0001","Nueva Ciudad Guerrero","3803","1912","2115","1688"
"28","Tamaulipas","Tamps.","015","Gustavo Díaz Ordaz","0001","Ciudad Gustavo Díaz Ordaz","15677","4932","7866","7811"
"28","Tamaulipas","Tamps.","016","Hidalgo","0001","Hidalgo","17012","5488","8689","8323"
"28","Tamaulipas","Tamps.","017","Jaumave","0001","Jaumave","15994","4400","7992","8002"
"28","Tamaulipas","Tamps.","018","Jiménez","0001","Santander Jiménez","6375","2002","3171","3204"
"28","Tamaulipas","Tamps.","019","Llera","0001","Llera de Canales","14645","4745","7468","7177"
"28","Tamaulipas","Tamps.","020","Mainero","0001","Villa Mainero","2048","690","1021","1027"
"28","Tamaulipas","Tamps.","021","El Mante","0001","Ciudad Mante","106144","34655","50919","55225"
"28","Tamaulipas","Tamps.","022","Matamoros","0001","Heroica Matamoros","541979","159609","267898","274081"
"28","Tamaulipas","Tamps.","023","Méndez","0001","Méndez","4280","1400","2142","2138"
"28","Tamaulipas","Tamps.","024","Mier","0001","Mier","6385","2983","3383","3002"
"28","Tamaulipas","Tamps.","025","Miguel Alemán","0001","Ciudad Miguel Alemán","26237","11567","13625","12612"
"28","Tamaulipas","Tamps.","026","Miquihuana","0001","Miquihuana","3704","1006","1912","1792"
"28","Tamaulipas","Tamps.","027","Nuevo Laredo","0001","Nuevo Laredo","425058","120335","209442","215616"
"28","Tamaulipas","Tamps.","028","Nuevo Morelos","0001","Nuevo Morelos","3810","1134","1977","1833"
"28","Tamaulipas","Tamps.","029","Ocampo","0001","Ocampo","13190","4003","6730","6460"
"28","Tamaulipas","Tamps.","030","Padilla","0001","Nueva Villa de Padilla","13618","4120","6851","6767"
"28","Tamaulipas","Tamps.","031","Palmillas","0001","Palmillas","1917","597","961","956"
"28","Tamaulipas","Tamps.","032","Reynosa","0001","Reynosa","704767","216245","350361","354406"
"28","Tamaulipas","Tamps.","033","Río Bravo","0001","Ciudad Río Bravo","132484","38910","66121","66363"
"28","Tamaulipas","Tamps.","034","San Carlos","0001","San Carlos","7411","2365","3855","3556"
"28","Tamaulipas","Tamps.","035","San Fernando","0001","San Fernando","51405","15533","25712","25693"
"28","Tamaulipas","Tamps.","036","San Nicolás","0001","San Nicolás","926","279","494","432"
"28","Tamaulipas","Tamps.","037","Soto la Marina","0001","Soto la Marina","23673","7718","12103","11570"
"28","Tamaulipas","Tamps.","038","Tampico","0001","Tampico","297562","93870","141757","155805"
"28","Tamaulipas","Tamps.","039","Tula","0001","Ciudad Tula","28230","7777","14010","14220"
"28","Tamaulipas","Tamps.","040","Valle Hermoso","0001","Valle Hermoso","60055","18130","29442","30613"
"28","Tamaulipas","Tamps.","041","Victoria","0001","Ciudad Victoria","349688","101678","169229","180459"
"28","Tamaulipas","Tamps.","042","Villagrán","0001","Villagrán","5361","1685","2735","2626"
"28","Tamaulipas","Tamps.","043","Xicoténcatl","0001","Xicoténcatl","22229","7046","10935","11294"
"29","Tlaxcala","Tlax.","001","Amaxac de Guerrero","0001","Amaxac de Guerrero","11403","3010","5554","5849"
"29","Tlaxcala","Tlax.","002","Apetatitlán de Antonio Carvajal","0001","Apetatitlán","16003","4234","7745","8258"
"29","Tlaxcala","Tlax.","003","Atlangatepec","0001","Atlangatepec","7087","1908","3458","3629"
"29","Tlaxcala","Tlax.","004","Atltzayanca","0001","Atlzayanca","18111","4536","8943","9168"
"29","Tlaxcala","Tlax.","005","Apizaco","0001","Ciudad de Apizaco","80725","22607","38467","42258"
"29","Tlaxcala","Tlax.","006","Calpulalpan","0001","Heroica Ciudad de Calpulalpan","51172","12870","24616","26556"
"29","Tlaxcala","Tlax.","007","El Carmen Tequexquitla","0001","Villa de El Carmen Tequexquitla","17332","4163","8405","8927"
"29","Tlaxcala","Tlax.","008","Cuapiaxtla","0001","Cuapiaxtla","16222","3875","7972","8250"
"29","Tlaxcala","Tlax.","009","Cuaxomulco","0001","Cuaxomulco","5928","1521","2902","3026"
"29","Tlaxcala","Tlax.","010","Chiautempan","0001","Santa Ana Chiautempan","73215","18706","35251","37964"
"29","Tlaxcala","Tlax.","011","Muñoz de Domingo Arenas","0001","Muñoz","4755","1242","2291","2464"
"29","Tlaxcala","Tlax.","012","Españita","0001","Españita","9416","2446","4586","4830"
"29","Tlaxcala","Tlax.","013","Huamantla","0001","Huamantla","98764","23998","47761","51003"
"29","Tlaxcala","Tlax.","014","Hueyotlipan","0001","Hueyotlipan","15190","3861","7426","7764"
"29","Tlaxcala","Tlax.","015","Ixtacuixtla de Mariano Matamoros","0001","Villa Mariano Matamoros","38970","10170","18916","20054"
"29","Tlaxcala","Tlax.","016","Ixtenco","0001","Ixtenco","7504","1970","3622","3882"
"29","Tlaxcala","Tlax.","017","Mazatecochco de José María Morelos","0001","Mazatecochco","11592","2519","5819","5773"
"29","Tlaxcala","Tlax.","018","Contla de Juan Cuamatzi","0001","Contla","38579","9297","18792","19787"
"29","Tlaxcala","Tlax.","019","Tepetitla de Lardizábal","0001","Tepetitla","22274","5695","10699","11575"
"29","Tlaxcala","Tlax.","020","Sanctórum de Lázaro Cárdenas","0001","Sanctórum","9432","2385","4583","4849"
"29","Tlaxcala","Tlax.","021","Nanacamilpa de Mariano Arista","0001","Ciudad de Nanacamilpa","18686","4795","9062","9624"
"29","Tlaxcala","Tlax.","022","Acuamanala de Miguel Hidalgo","0001","Acuamanala","6432","1515","3184","3248"
"29","Tlaxcala","Tlax.","023","Natívitas","0001","Natívitas","26309","6420","12725","13584"
"29","Tlaxcala","Tlax.","024","Panotla","0001","Panotla","28357","7680","13419","14938"
"29","Tlaxcala","Tlax.","025","San Pablo del Monte","0001","Ciudad de San Pablo del Monte","82688","18316","40802","41886"
"29","Tlaxcala","Tlax.","026","Santa Cruz Tlaxcala","0001","Santa Cruz Tlaxcala","24116","6542","11602","12514"
"29","Tlaxcala","Tlax.","027","Tenancingo","0001","Tenancingo","12974","2910","6310","6664"
"29","Tlaxcala","Tlax.","028","Teolocholco","0001","Teolocholco","25257","5783","12376","12881"
"29","Tlaxcala","Tlax.","029","Tepeyanco","0001","Tepeyanco","13328","3254","6358","6970"
"29","Tlaxcala","Tlax.","030","Terrenate","0001","Terrenate","15475","3774","7684","7791"
"29","Tlaxcala","Tlax.","031","Tetla de la Solidaridad","0001","Tetla","35284","9514","17253","18031"
"29","Tlaxcala","Tlax.","032","Tetlatlahuca","0001","Tetlatlahuca","13561","3362","6521","7040"
"29","Tlaxcala","Tlax.","033","Tlaxcala","0001","Tlaxcala de Xicohténcatl","99896","28873","47252","52644"
"29","Tlaxcala","Tlax.","034","Tlaxco","0001","Tlaxco","45438","11842","22077","23361"
"29","Tlaxcala","Tlax.","035","Tocatlán","0001","Tocatlán","6294","1464","3119","3175"
"29","Tlaxcala","Tlax.","036","Totolac","0001","San Juan Totolac","22529","5921","10728","11801"
"29","Tlaxcala","Tlax.","037","Ziltlaltépec de Trinidad Sánchez Santos","0001","Zitlaltépec","9207","2235","4439","4768"
"29","Tlaxcala","Tlax.","038","Tzompantepec","0001","Tzompantepec","18006","5079","8736","9270"
"29","Tlaxcala","Tlax.","039","Xaloztoc","0001","Xaloztoc","25607","5994","12746","12861"
"29","Tlaxcala","Tlax.","040","Xaltocan","0001","Xaltocan","10601","2961","5013","5588"
"29","Tlaxcala","Tlax.","041","Papalotla de Xicohténcatl","0001","Papalotla","33499","8350","16182","17317"
"29","Tlaxcala","Tlax.","042","Xicohtzinco","0001","Xicohtzinco","14197","3634","6762","7435"
"29","Tlaxcala","Tlax.","043","Yauhquemehcan","0001","San Dionisio Yauhquemehcan","42242","12050","20388","21854"
"29","Tlaxcala","Tlax.","044","Zacatelco","0001","Zacatelco","45717","11368","21940","23777"
"29","Tlaxcala","Tlax.","045","Benito Juárez","0001","Benito Juárez","6211","1541","2963","3248"
"29","Tlaxcala","Tlax.","046","Emiliano Zapata","0001","Emiliano Zapata","4951","1240","2427","2524"
"29","Tlaxcala","Tlax.","047","Lázaro Cárdenas","0001","Lázaro Cárdenas","3534","910","1735","1799"
"29","Tlaxcala","Tlax.","048","La Magdalena Tlaltelulco","0001","La Magdalena Tlaltelulco","19036","4614","9440","9596"
"29","Tlaxcala","Tlax.","049","San Damián Texóloc","0001","San Damián Texóloc","5884","1479","2922","2962"
"29","Tlaxcala","Tlax.","050","San Francisco Tetlanohcan","0001","San Francisco Tetlanohcan","11761","2747","5642","6119"
"29","Tlaxcala","Tlax.","051","San Jerónimo Zacualpan","0001","San Jerónimo Zacualpan","4092","1038","1940","2152"
"29","Tlaxcala","Tlax.","052","San José Teacalco","0001","San José Teacalco","6436","1399","3157","3279"
"29","Tlaxcala","Tlax.","053","San Juan Huactzinco","0001","San Juan Huactzinco","7688","1714","3677","4011"
"29","Tlaxcala","Tlax.","054","San Lorenzo Axocomanitla","0001","San Lorenzo Axocomanitla","5689","1332","2767","2922"
"29","Tlaxcala","Tlax.","055","San Lucas Tecopilco","0001","San Lucas Tecopilco","3077","786","1541","1536"
"29","Tlaxcala","Tlax.","056","Santa Ana Nopalucan","0001","Santa Ana Nopalucan","7952","1888","3900","4052"
"29","Tlaxcala","Tlax.","057","Santa Apolonia Teacalco","0001","Santa Apolonia Teacalco","4636","1136","2244","2392"
"29","Tlaxcala","Tlax.","058","Santa Catarina Ayometla","0001","Santa Catarina Ayometla","9463","2220","4567","4896"
"29","Tlaxcala","Tlax.","059","Santa Cruz Quilehtla","0001","Santa Cruz Quilehtla","7750","1722","3829","3921"
"29","Tlaxcala","Tlax.","060","Santa Isabel Xiloxoxtla","0001","Santa Isabel Xiloxoxtla","5443","1241","2657","2786"
"30","Veracruz de Ignacio de la Llave","Ver.","001","Acajete","0001","Acajete","9701","2630","4920","4781"
"30","Veracruz de Ignacio de la Llave","Ver.","002","Acatlán","0001","Acatlán","3441","863","1666","1775"
"30","Veracruz de Ignacio de la Llave","Ver.","003","Acayucan","0001","Acayucan","80815","23832","38517","42298"
"30","Veracruz de Ignacio de la Llave","Ver.","004","Actopan","0001","Actopan","41742","13456","20610","21132"
"30","Veracruz de Ignacio de la Llave","Ver.","005","Acula","0001","Acula","5253","1704","2670","2583"
